descrizione,african,asian,caucasian,torso_dorsi_muscle,torso_pectoral_muscle,muscle,age,weight,height,proportions,breast_size,breast_firmness,vertical_position,gender,horizontal_distance,pointiness,breast_volume,nipple_size,nipple_point,face_head_fat,face_angle,face_oval,face_round,face_rectangular,face_square,face_triangular,face_invertedtriangular,face_diamond,face_age,torso_scale_depht,torso_scale_horizontally,torso_scale_vertically,torso_move_horizontally,torso_move_depht,torso_scale_cone_shape,fingers_distance,fingers_diameter,fingers_lenght,scale_hand,hand_position,neck_circum,neck_height,"('torso_scale_depht', 'torso_scale_horizontally', 'torso_scale_vertically', 'torso_move_horizontally', 'torso_move_depht', 'torso_scale_cone_shape')"
"Genera una persona giovane di carnagione chiara, corporatura proporzionata, età 26, peso 65kg, altezza 168cm.",0,0,100,0,0,40,26,65,168,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea una donna muscolosa con carnagione chiara, anni 29, peso 74kg, altezza 170cm.",0,0,100,70,70,70,29,74,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera un uomo di mezza età con pelle chiara, corpo massiccio, età 50, peso 104kg, altezza 187cm.",0,0,100,80,80,80,50,104,187,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona neutrale con carnagione bilanciata, fisico atletico, anni 32, peso 76kg, altezza 175cm.",50,50,50,60,60,60,32,76,175,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo adulto con carnagione chiara, corporatura robusta, età 48, peso 95kg, altezza 183cm.",0,0,100,0,0,30,48,95,183,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una giovane donna con carnagione media, fisico slanciato, età 25, peso 58kg, altezza 164cm.",50,50,40,0,0,40,25,58,164,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con carnagione scura, corporatura snella, età 30, peso 65kg, altezza 170cm.",100,0,40,0,0,40,30,65,170,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo giovane con carnagione olivastra, muscolatura scolpita, età 27, peso 82kg, altezza 180cm.",50,50,75,90,90,90,27,82,180,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una donna atletica con carnagione chiara, età 34, peso 70kg, altezza 170cm.",0,0,100,60,60,60,34,70,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea un uomo robusto con carnagione scura, età 50, peso 105kg, altezza 185cm.",100,0,0,0,0,30,50,105,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona giovane con carnagione chiara, fisico atletico, età 28, peso 64kg, altezza 167cm.",0,0,100,60,60,60,28,64,167,50,50,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera una persona magra con pelle chiara, età 21, peso 53kg, altezza 160cm.",0,0,100,0,0,40,21,53,160,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo atletico con pelle chiara, età 29, peso 78kg, altezza 180cm.",0,0,100,60,60,60,29,78,180,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una giovane donna con corpo snodato, pelle chiara, età 25, peso 58kg, altezza 167cm.",0,0,100,0,0,40,25,58,167,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona neutrale con pelle media e muscoli scolpiti, età 34, peso 80kg, altezza 178cm.",50,50,50,90,90,90,34,80,178,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera un uomo muscoloso con pelle chiara, età 38, peso 90kg, altezza 185cm.",0,0,100,80,80,80,38,90,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna formosa con pelle scura, età 40, peso 92kg, altezza 170cm.",100,0,0,40,50,65,40,92,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona magra con pelle chiara, età 23, peso 56kg, altezza 163cm.",0,0,100,0,0,40,23,56,163,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo massiccio con pelle scura, età 40, peso 100kg, altezza 190cm.",100,0,0,80,80,80,40,100,190,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una giovane donna con fisico atletico, pelle chiara, età 27, peso 65kg, altezza 168cm.",0,0,100,60,60,60,27,65,168,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona neutrale con colore della pelle scuro e muscoli scolpiti, età 32, peso 79kg, altezza 179cm.",100,0,0,90,90,90,32,79,179,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con muscolatura scolpita e pelle chiara, età 30, peso 85kg, altezza 180cm.",0,0,100,90,90,90,30,85,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con muscoli scolpiti, pelle scura, età 34, peso 92kg, altezza 185cm.",100,0,0,90,90,90,34,92,185,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo muscoloso con muscolatura scolpita, pelle media, età 28, peso 82kg, altezza 178cm.",50,50,50,90,90,90,28,82,178,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con fisico scolpito e muscoli definiti, pelle chiara, età 32, peso 90kg, altezza 180cm.",0,0,100,90,90,90,32,90,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con muscolatura scolpita, pelle scura, età 36, peso 95kg, altezza 188cm.",100,0,0,90,90,90,36,95,188,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con fisico muscoloso e muscoli scolpiti, pelle chiara, età 31, peso 87kg, altezza 182cm.",0,0,100,90,90,90,31,87,182,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo con muscolatura scolpita e fisico tonico, pelle media, età 29, peso 80kg, altezza 177cm.",50,50,50,90,90,90,29,80,177,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con fisico scolpito e muscoli definiti, pelle scura, età 33, peso 90kg, altezza 183cm.",100,0,0,90,90,90,33,90,183,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con muscolatura scolpita e fisico tonico, pelle chiara, età 30, peso 84kg, altezza 181cm.",0,0,100,90,90,90,30,84,181,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con muscoli scolpiti e fisico snodato, pelle media, età 32, peso 85kg, altezza 179cm.",50,50,50,90,90,90,32,85,179,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona neutrale con colore della pelle scuro e muscoli scolpiti, età 32, peso 79kg, altezza 179cm.",100,0,0,90,90,90,32,79,179,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con muscolatura scolpita e pelle chiara, età 30, peso 85kg, altezza 180cm.",0,0,100,90,90,90,30,85,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con muscoli scolpiti, pelle scura, età 34, peso 92kg, altezza 185cm.",100,0,0,90,90,90,34,92,185,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo muscoloso con muscolatura scolpita, pelle media, età 28, peso 82kg, altezza 178cm.",50,50,50,90,90,90,28,82,178,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con fisico scolpito e muscoli definiti, pelle chiara, età 32, peso 90kg, altezza 180cm.",0,0,100,90,90,90,32,90,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con muscolatura scolpita, pelle scura, età 36, peso 95kg, altezza 188cm.",100,0,0,90,90,90,36,95,188,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con fisico muscoloso e muscoli scolpiti, pelle chiara, età 31, peso 87kg, altezza 182cm.",0,0,100,90,90,90,31,87,182,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo con muscolatura scolpita e fisico tonico, pelle media, età 29, peso 80kg, altezza 177cm.",50,50,50,90,90,90,29,80,177,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con fisico scolpito e muscoli definiti, pelle scura, età 33, peso 90kg, altezza 183cm.",100,0,0,90,90,90,33,90,183,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con muscolatura scolpita e fisico tonico, pelle chiara, età 30, peso 84kg, altezza 181cm.",0,0,100,90,90,90,30,84,181,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona con muscoli scolpiti e fisico snodato, pelle media, età 32, peso 85kg, altezza 179cm.",50,50,50,90,90,90,32,85,179,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona con fisico snodato e muscolatura scolpita, pelle asiatica chiara, età 27, peso 74kg, altezza 174cm.",0,100,0,90,90,90,27,74,174,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera un uomo asiatico con muscoli scolpiti, età 35, peso 88kg, altezza 180cm.",0,100,0,90,90,90,35,88,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona asiatica con fisico scolpito, pelle chiara, età 29, peso 80kg, altezza 177cm.",0,0,100,90,90,90,29,80,177,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con colore della pelle scura con fisico scolpito, età 34, peso 90kg, altezza 182cm.",50,100,0,90,90,90,34,90,182,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con colore della pelle scura con fisico scolpito, età 36, peso 92kg, altezza 185cm.",50,100,0,90,90,90,36,92,185,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con fisico scolpito, pelle scura, età 33, peso 88kg, altezza 180cm.",50,100,0,90,90,90,33,88,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con muscolatura scolpita, pelle scura, età 31, peso 85kg, altezza 178cm.",50,100,0,90,90,90,31,85,178,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con fisico tonico e muscolatura scolpita, pelle scura, età 35, peso 90kg, altezza 183cm.",50,100,0,90,90,90,35,90,183,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con muscoli definiti e fisico scolpito, pelle scura, età 30, peso 83kg, altezza 179cm.",50,100,0,90,90,90,30,83,179,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con fisico muscoloso e muscoli scolpiti, pelle scura, età 32, peso 91kg, altezza 184cm.",50,100,0,90,90,90,32,91,184,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con fisico scolpito e muscoli definiti, pelle scura, età 34, peso 90kg, altezza 181cm.",50,100,0,90,90,90,34,90,181,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con muscolatura scolpita, pelle scura, età 29, peso 82kg, altezza 177cm.",50,100,0,90,90,90,29,82,177,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con fisico tonico e muscolatura scolpita, pelle scura, età 33, peso 88kg, altezza 185cm.",50,100,0,90,90,90,33,88,185,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una persona asiatica con fisico scolpito e muscoli definiti, pelle scura, età 30, peso 84kg, altezza 180cm.",50,100,0,90,90,90,30,84,180,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un bambino di genere neutro di carnagione chiara, età 4, peso 20kg, altezza 80cm.",0,0,100,0,0,40,4,20,80,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50
"Genera un bambino di carnagione scura, età 1 anno, peso 7kg, altezza 60cm.",100,0,0,0,0,40,1,7,60,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50
"Genera un bambino asiatico, età 5 anni, peso 20kg, altezza 100cm.",0,100,0,0,0,40,5,20,100,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50
"Genera una bambina di carnagione chiara, età 6 anni, peso 20kg, altezza 110cm.",0,0,100,0,0,40,6,20,110,50,0,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50
"Crea un bambino di genere neutro di carnagione scura, età 3 anni, peso 15kg, altezza 75cm.",100,0,0,0,0,40,3,15,75,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50
"Genera un bambino asiatico, età 2 anni, peso 10kg, altezza 65cm.",0,100,0,0,0,40,2,10,65,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50
"Genera una bambina caucasica, età 4 anni, peso 18kg, altezza 90cm.",0,0,100,0,0,40,4,18,90,50,0,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50
"Genera un bambino di carnagione scura, età 7 anni, peso 22kg, altezza 120cm.",100,0,0,0,0,40,7,22,120,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50
"Genera una bambina asiatica di età 5 anni, peso 19kg, altezza 105cm.",0,100,0,0,0,40,5,19,105,50,0,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50
"Genera un bambino di carnagione chiara, età 2 anni, peso 12kg, altezza 70cm.",0,0,100,0,0,45,2,12,70,50,0,50,0,1,0,0,0,0,0,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,48.0,50
"Genera una bambina di carnagione scura, età 8 anni, peso 25kg, altezza 130cm.",100,0,0,0,0,40,8,25,130,50,0,50,0,0,0,0,0,0,0,38,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,51.0,50
"Genera un bambino asiatico, età 6 anni, peso 23kg, altezza 115cm.",0,100,0,0,0,42,6,23,115,50,0,50,0,1,0,0,0,0,0,41,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,52.0,50
"Genera una bambina caucasica, età 3 anni, peso 14kg, altezza 78cm.",0,0,100,0,0,38,3,14,78,50,0,50,0,0,0,0,0,0,0,39,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,49.0,50
"Genera un bambino di carnagione scura, età 5 anni, peso 21kg, altezza 98cm.",100,0,0,0,0,41,5,21,98,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,50.0,50
"Genera una bambina asiatica, età 9 anni, peso 30kg, altezza 140cm.",0,100,0,0,0,46,9,30,140,50,0,50,0,0,0,0,0,0,0,43,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,53.0,50
"Genera un bambino di carnagione chiara, età 1 anno, peso 9kg, altezza 62cm.",0,0,100,0,0,36,1,9,62,50,0,50,0,1,0,0,0,0,0,37,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,48.0,50
"Genera una bambina di carnagione scura, età 4 anni, peso 18kg, altezza 88cm.",100,0,0,0,0,42,4,18,88,50,0,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50
"Genera un bambino asiatico di età 7 anni, peso 27kg, altezza 125cm.",0,100,0,0,0,44,7,27,125,50,0,50,0,1,0,0,0,0,0,41,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,52.0,50
"Genera una bambina caucasica di età 10 anni, peso 35kg, altezza 150cm.",0,0,100,0,0,48,10,35,150,50,0,50,0,0,0,0,0,0,0,44,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,56.0,50
"Genera un bambino di carnagione chiara, età 3 anni, peso 13kg, altezza 72cm.",0,0,100,0,0,39,3,13,72,50,0,50,0,1,0,0,0,0,0,38,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,48.0,50
"Genera una bambina asiatica, età 6 anni, peso 22kg, altezza 110cm.",0,100,0,0,0,43,6,22,110,50,0,50,0,0,0,0,0,0,0,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,51.0,50
"Genera un bambino di carnagione scura, età 4 anni, peso 17kg, altezza 85cm.",100,0,0,0,0,41,4,17,85,50,0,50,0,1,0,0,0,0,0,39,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50
"Genera una bambina caucasica di età 8 anni, peso 26kg, altezza 135cm.",0,0,100,0,0,46,8,26,135,50,0,50,0,0,0,0,0,0,0,43,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,54.0,50
"Genera un bambino asiatico di età 9 anni, peso 28kg, altezza 128cm.",0,100,0,0,0,44,9,28,128,50,0,50,0,1,0,0,0,0,0,42,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,54.0,50
"Genera una bambina di carnagione chiara, età 2 anni, peso 11kg, altezza 68cm.",0,0,100,0,0,37,2,11,68,50,0,50,0,0,0,0,0,0,0,36,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,47.0,50
"Genera un bambino di carnagione scura di età 6 anni, peso 20kg, altezza 105cm.",100,0,0,0,0,42,6,20,105,50,0,50,0,1,0,0,0,0,0,41,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,51.0,50
"Genera una bambina asiatica di età 3 anni, peso 15kg, altezza 75cm.",0,100,0,0,0,40,3,15,75,50,0,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,50
"Genera un bambino caucasico, età 7 anni, peso 24kg, altezza 112cm.",0,0,100,0,0,44,7,24,112,50,0,50,0,1,0,0,0,0,0,43,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,52.0,50
"Genera una bambina di carnagione chiara, età 5 anni, peso 21kg, altezza 95cm.",0,0,100,0,0,41,5,21,95,50,0,50,0,0,0,0,0,0,0,41,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,51.0,50
"Genera un bambino di carnagione scura, età 2 anni, peso 10kg, altezza 63cm.",100,0,0,0,0,37,2,10,63,50,0,50,0,1,0,0,0,0,0,36,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,46.0,50
"Genera una bambina asiatica, età 4 anni, peso 17kg, altezza 87cm.",0,100,0,0,0,40,4,17,87,50,0,50,0,0,0,0,0,0,0,39,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,49.0,50
"Genera un bambino di carnagione chiara, età 8 anni, peso 27kg, altezza 125cm.",0,0,100,0,0,45,8,27,125,50,0,50,0,1,0,0,0,0,0,44,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,54.0,50
"Genera una bambina caucasica, età 6 anni, peso 22kg, altezza 108cm.",0,0,100,0,0,42,6,22,108,50,0,50,0,0,0,0,0,0,0,42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,51.0,50
"Genera un bambino di carnagione scura, età 10 anni, peso 30kg, altezza 140cm.",100,0,0,0,0,48,10,30,140,50,0,50,0,1,0,0,0,0,0,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,56.0,50
"Genera una bambina asiatica di età 8 anni, peso 26kg, altezza 135cm.",0,100,0,0,0,46,8,26,135,50,0,50,0,0,0,0,0,0,0,45,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,53.0,50
